property_id,borough,postcode,property_type,bedrooms,bathrooms,monthly_rent_gbp,listing_date,lease_start_date,lease_end_date,status,letting_agent,landlord_type,epc_rating,year_built,service_charge_gbp,furnished
PROP0164,Tower Hamlets,E14 9AN,Flat,2,1,2420,2022-10-04,2022-10-17,2023-10-17,Let,Direct,Estate Agency,D,1913,7.88,Unfurnished
PROP0165,Greenwich,SE18 9AE,Flat,3,2,2910,2022-01-13,2022-02-07,2023-02-07,Let,Savills,Housing Association,D,1921,41.65,Unfurnished
PROP0166,Islington,N1 8AP,Terraced House,2,2,3090,2023-03-08,2023-04-03,2024-04-02,Void,Purplebricks,Corporate Landlord,C,1958,0.0,Furnished
PROP0167,Southwark,SE5 6AP,Flat,2,1,2550,2023-01-25,2023-03-24,2024-03-23,Let,Direct,Housing Association,C,1961,94.25,Unfurnished
PROP0168,Camden,NW1 4AP,Flat,2,1,2960,2022-11-30,2022-12-31,2023-12-31,Void,Direct,Corporate Landlord,E,1923,204.51,Part Furnished
PROP0169,Hackney,E8 5AF,Maisonette,2,1,2520,2022-10-26,2022-12-25,2024-12-24,Let,Direct,Estate Agency,C,1984,46.24,Unfurnished
PROP0170,Brent,NW6 9AP,Terraced House,4,3,3310,2023-02-15,2023-03-28,2025-03-27,Under Offer,Direct,Private Landlord,B,1913,0.0,Furnished
PROP0171,Haringey,N4 1AB,Semi-Detached House,3,2,3160,2023-07-31,2023-09-17,2025-09-16,Available,Purplebricks,Estate Agency,C,1928,0.0,Part Furnished
PROP0172,Waltham Forest,E10 8AB,Terraced House,3,2,2500,2023-04-20,2023-06-15,2025-06-14,Available,Knight Frank,Corporate Landlord,C,1953,0.0,Furnished
PROP0173,Tower Hamlets,E3 2AL,Studio,0,1,1330,2022-11-16,2022-12-14,2023-12-14,Void,Haart,Corporate Landlord,D,1940,0.0,Furnished
PROP0174,Islington,N7 3AH,Flat,1,1,2200,2023-10-26,2023-11-08,2025-11-07,Void,Countrywide,Housing Association,E,1954,287.54,Furnished
PROP0175,Brent,NW10 7AJ,Terraced House,3,3,2820,2023-03-19,2023-04-20,2024-04-19,Available,Countrywide,Estate Agency,A,1990,0.0,Furnished
PROP0176,Lambeth,SW9 8AN,Flat,1,1,1620,2023-07-04,2023-07-22,2024-07-21,Let,Haart,Private Landlord,C,1976,116.59,Unfurnished
PROP0177,Newham,E13 2AF,Flat,2,1,1930,2023-11-21,2024-01-12,2025-01-11,Under Offer,Savills,Housing Association,C,1914,54.91,Part Furnished
PROP0178,Southwark,SE5 5AE,Terraced House,4,3,3790,2023-01-28,2023-03-03,2024-03-02,Let,Knight Frank,Housing Association,B,1940,0.0,Unfurnished
PROP0179,Newham,E15 8AJ,Flat,2,2,1890,2022-07-19,2022-09-16,2023-09-16,Under Offer,Haart,Estate Agency,D,1962,50.18,Part Furnished
PROP0180,Hackney,N16 9AB,Studio,0,1,1390,2022-10-09,2022-10-30,2024-10-29,Let,Haart,Estate Agency,B,1934,0.0,Part Furnished
PROP0181,Ealing,W13 1AL,Maisonette,3,3,2710,2023-03-28,2023-05-08,2024-05-07,Under Offer,Savills,Housing Association,C,1944,258.66,Furnished
PROP0182,Lewisham,SE13 3AF,Studio,0,1,1230,2022-08-31,2022-09-20,2024-09-19,Available,Purplebricks,Estate Agency,C,2003,0.0,Furnished
PROP0183,Newham,E6 7AA,Terraced House,3,2,2630,2022-11-28,2023-01-19,2024-01-19,Let,Hunters,Private Landlord,C,2010,0.0,Part Furnished
PROP0184,Southwark,SE1 5AJ,Detached House,4,4,4880,2022-11-26,2023-01-25,2024-01-25,Void,Direct,Estate Agency,D,1957,0.0,Furnished
PROP0185,Haringey,N15 1AB,Studio,0,1,1150,2022-10-12,2022-12-02,2023-12-02,Let,Haart,Corporate Landlord,D,1981,0.0,Part Furnished
PROP0186,Waltham Forest,E17 9AP,Terraced House,2,1,2080,2023-03-16,2023-05-14,2024-05-13,Let,Purplebricks,Corporate Landlord,B,1972,0.0,Unfurnished
PROP0187,Brent,NW6 1AJ,Flat,1,1,1420,2023-04-16,2023-04-24,2024-04-23,Under Offer,Knight Frank,Estate Agency,C,1988,272.82,Part Furnished
PROP0188,Islington,EC1 5AF,Flat,2,2,2800,2022-09-14,2022-09-26,2023-09-26,Available,Knight Frank,Private Landlord,D,1983,27.36,Furnished
PROP0189,Hackney,E9 3AL,Flat,1,1,1950,2023-06-16,2023-08-05,2024-08-04,Let,Purplebricks,Private Landlord,B,1929,114.92,Part Furnished
PROP0190,Brent,NW10 1AP,Flat,2,1,2120,2022-05-21,2022-06-21,2023-06-21,Available,Knight Frank,Private Landlord,B,1956,105.36,Furnished
PROP0191,Haringey,N8 7AH,Detached House,4,3,4500,2022-08-11,2022-08-23,2023-08-23,Let,Savills,Estate Agency,B,1931,0.0,Unfurnished
PROP0192,Haringey,N15 9AF,Flat,3,2,2660,2023-09-15,2023-10-10,2025-10-09,Let,Hunters,Housing Association,D,1937,193.85,Furnished
PROP0193,Lewisham,SE6 7AH,Terraced House,3,2,2900,2022-03-14,2022-04-23,2023-04-23,Under Offer,Purplebricks,Housing Association,E,1987,0.0,Furnished
PROP0194,Brent,NW10 5AN,Terraced House,2,2,2310,2022-01-15,2022-02-07,2023-02-07,Let,Foxtons,Estate Agency,D,1954,0.0,Part Furnished
PROP0195,Wandsworth,SW18 6AJ,Flat,3,2,3080,2022-10-12,2022-10-24,2023-10-24,Let,Countrywide,Housing Association,B,1939,209.6,Part Furnished
PROP0196,Ealing,W5 1AE,Flat,1,1,1590,2022-04-29,2022-06-04,2024-06-03,Available,Hunters,Housing Association,A,1920,148.92,Unfurnished
PROP0197,Greenwich,SE3 5AN,Terraced House,3,3,2900,2022-10-03,2022-11-25,2023-11-25,Void,Foxtons,Corporate Landlord,B,1933,0.0,Part Furnished
PROP0198,Newham,E6 2AF,Semi-Detached House,3,2,2880,2022-02-26,2022-04-05,2024-04-04,Let,Knight Frank,Corporate Landlord,E,1900,0.0,Furnished
PROP0199,Ealing,W5 6AF,Studio,0,1,1030,2023-01-08,2023-02-08,2024-02-08,Let,Foxtons,Estate Agency,D,2017,0.0,Part Furnished
PROP0200,Camden,NW1 8AG,Flat,1,1,2120,2023-05-30,2023-07-19,2024-07-18,Let,Foxtons,Estate Agency,C,1941,25.92,Unfurnished
PROP0201,Hackney,N16 9AF,Terraced House,3,2,3640,2023-09-30,2023-10-22,2024-10-21,Let,Haart,Housing Association,B,1900,0.0,Unfurnished
PROP0202,Hackney,E8 4AN,Flat,2,1,2660,2022-01-10,2022-02-07,2023-02-07,Void,Direct,Corporate Landlord,C,1953,147.61,Furnished
PROP0203,Southwark,SE15 2AN,Detached House,4,4,5520,2023-06-17,2023-07-20,2025-07-19,Under Offer,Haart,Private Landlord,B,1981,0.0,Unfurnished
PROP0204,Tower Hamlets,E14 6AH,Semi-Detached House,3,2,3870,2022-05-14,2022-06-05,2023-06-05,Let,Purplebricks,Estate Agency,D,1934,0.0,Furnished
PROP0205,Tower Hamlets,E14 6AF,Maisonette,1,1,2210,2022-04-19,2022-05-06,2023-05-06,Let,Direct,Private Landlord,D,1939,139.0,Furnished
PROP0206,Tower Hamlets,E3 9AA,Flat,2,1,2560,2022-02-11,2022-03-03,2023-03-03,Let,Countrywide,Corporate Landlord,C,1933,246.03,Furnished
PROP0207,Hackney,E8 1AF,Maisonette,2,1,2740,2022-09-13,2022-09-26,2023-09-26,Let,Knight Frank,Private Landlord,B,1925,247.1,Unfurnished
PROP0208,Haringey,N15 8AE,Semi-Detached House,4,4,3730,2022-09-23,2022-11-21,2023-11-21,Let,Savills,Housing Association,B,2015,0.0,Unfurnished
PROP0209,Tower Hamlets,E14 7AE,Flat,2,2,2350,2023-08-11,2023-09-14,2025-09-13,Let,Foxtons,Estate Agency,C,1927,272.49,Unfurnished
PROP0210,Islington,N1 2AG,Terraced House,3,3,3840,2023-09-24,2023-10-16,2025-10-15,Let,Direct,Estate Agency,D,1917,0.0,Unfurnished
PROP0211,Lambeth,SE11 8AH,Semi-Detached House,4,4,4190,2023-07-11,2023-09-06,2024-09-05,Under Offer,Purplebricks,Estate Agency,E,1941,0.0,Unfurnished
PROP0212,Islington,N1 4AF,Flat,2,1,2610,2022-10-15,2022-10-25,2023-10-25,Let,Countrywide,Housing Association,C,1968,244.89,Part Furnished
PROP0213,Hackney,N16 1AH,Studio,0,1,1460,2023-02-02,2023-03-03,2024-03-02,Let,Purplebricks,Corporate Landlord,B,1972,0.0,Furnished
PROP0214,Ealing,UB6 8AA,Maisonette,2,1,1980,2023-05-18,2023-05-27,2024-05-26,Let,Countrywide,Private Landlord,C,2017,184.24,Furnished
PROP0215,Camden,NW3 7AP,Detached House,4,4,5610,2023-08-24,2023-10-15,2024-10-14,Void,Purplebricks,Private Landlord,B,1943,0.0,Unfurnished
PROP0216,Camden,WC1 3AJ,Flat,1,1,2320,2023-10-17,2023-11-24,2025-11-23,Let,Purplebricks,Housing Association,C,1993,206.55,Furnished
PROP0217,Southwark,SE5 3AH,Detached House,5,4,6220,2023-08-05,2023-08-14,2024-08-13,Available,Countrywide,Private Landlord,B,1930,0.0,Unfurnished
PROP0218,Camden,NW3 5AB,Flat,1,1,2220,2022-12-10,2023-01-14,2024-01-14,Let,Countrywide,Private Landlord,A,1906,115.78,Part Furnished
PROP0219,Wandsworth,SW11 8AB,Maisonette,2,1,2610,2022-12-26,2023-02-05,2024-02-05,Let,Haart,Housing Association,A,1937,6.02,Unfurnished
PROP0220,Tower Hamlets,E3 3AP,Flat,1,1,1790,2022-03-18,2022-04-29,2023-04-29,Let,Haart,Private Landlord,D,1920,16.07,Unfurnished
PROP0221,Lambeth,SW2 7AP,Maisonette,2,1,2400,2023-07-08,2023-07-31,2025-07-30,Let,Countrywide,Private Landlord,E,2007,147.28,Furnished
PROP0222,Camden,NW1 5AB,Flat,1,1,2270,2023-10-03,2023-11-17,2024-11-16,Let,Foxtons,Housing Association,D,2008,34.65,Unfurnished
PROP0223,Lewisham,SE6 1AG,Terraced House,3,3,2910,2023-02-01,2023-02-19,2024-02-19,Under Offer,Purplebricks,Housing Association,D,1959,0.0,Unfurnished
PROP0224,Lambeth,SE11 4AN,Studio,0,1,1210,2023-12-15,2024-02-02,2025-02-01,Let,Purplebricks,Estate Agency,A,2007,0.0,Unfurnished
PROP0225,Ealing,W5 8AE,Terraced House,4,3,3450,2023-05-03,2023-05-29,2024-05-28,Let,Foxtons,Housing Association,B,1927,0.0,Furnished
PROP0226,Southwark,SE5 9AJ,Flat,1,1,1820,2023-10-05,2023-10-21,2025-10-20,Let,Savills,Private Landlord,E,1941,256.99,Part Furnished
PROP0227,Lewisham,SE23 2AB,Maisonette,1,1,2000,2023-06-20,2023-08-16,2024-08-15,Let,Knight Frank,Housing Association,B,2000,85.83,Part Furnished
PROP0228,Hammersmith and Fulham,W12 3AP,Flat,2,1,2640,2023-05-13,2023-06-25,2025-06-24,Let,Knight Frank,Corporate Landlord,D,1904,118.74,Unfurnished
PROP0229,Waltham Forest,E10 3AG,Flat,2,1,1970,2022-01-21,2022-02-18,2023-02-18,Let,Haart,Private Landlord,D,1999,247.75,Unfurnished
PROP0230,Waltham Forest,E11 3AB,Terraced House,2,2,2090,2023-02-21,2023-04-16,2024-04-15,Void,Purplebricks,Private Landlord,C,1990,0.0,Part Furnished
PROP0231,Wandsworth,SW12 1AH,Flat,3,2,2800,2022-07-17,2022-09-15,2023-09-15,Void,Countrywide,Private Landlord,C,1935,110.51,Unfurnished
PROP0232,Greenwich,SE3 3AG,Terraced House,2,1,2260,2023-01-17,2023-02-24,2025-02-23,Let,Haart,Corporate Landlord,B,1936,0.0,Furnished
PROP0233,Wandsworth,SW18 1AL,Flat,3,3,3200,2023-10-25,2023-11-15,2025-11-14,Let,Direct,Private Landlord,B,1982,51.96,Furnished
PROP0234,Lambeth,SW9 4AL,Flat,2,1,2440,2023-10-21,2023-11-14,2024-11-13,Under Offer,Purplebricks,Estate Agency,C,1986,156.19,Part Furnished
PROP0235,Wandsworth,SW18 2AL,Semi-Detached House,3,2,3870,2023-01-19,2023-03-02,2025-03-01,Available,Hunters,Corporate Landlord,B,1943,0.0,Unfurnished
PROP0236,Haringey,N15 7AH,Flat,2,1,2090,2023-10-30,2023-11-25,2024-11-24,Let,Countrywide,Private Landlord,B,1992,7.64,Unfurnished
PROP0237,Islington,N7 4AN,Flat,2,1,2680,2022-02-06,2022-03-22,2024-03-21,Under Offer,Countrywide,Corporate Landlord,D,2016,282.2,Unfurnished
PROP0238,Greenwich,SE18 6AB,Flat,1,1,1730,2022-07-05,2022-07-30,2023-07-30,Let,Hunters,Housing Association,C,1945,67.0,Unfurnished
PROP0239,Wandsworth,SW18 2AL,Studio,0,1,1320,2023-08-23,2023-09-17,2024-09-16,Under Offer,Haart,Private Landlord,C,1964,0.0,Furnished
PROP0240,Ealing,W13 3AB,Semi-Detached House,4,3,3480,2022-06-04,2022-06-19,2023-06-19,Let,Haart,Housing Association,D,1942,0.0,Part Furnished
PROP0241,Southwark,SE1 3AP,Flat,1,1,1830,2022-08-03,2022-09-27,2023-09-27,Available,Knight Frank,Estate Agency,D,1981,128.82,Unfurnished
PROP0242,Lewisham,SE23 1AF,Terraced House,2,1,2240,2023-01-18,2023-01-25,2024-01-25,Void,Countrywide,Private Landlord,C,1988,0.0,Unfurnished
PROP0243,Islington,N7 9AP,Flat,2,1,2770,2022-06-21,2022-07-02,2023-07-02,Let,Hunters,Estate Agency,E,1943,130.1,Part Furnished
PROP0244,Southwark,SE1 1AP,Flat,2,1,2510,2022-06-18,2022-08-15,2023-08-15,Let,Countrywide,Housing Association,E,1921,36.95,Part Furnished
PROP0245,Haringey,N15 1AA,Studio,0,1,1230,2022-09-19,2022-11-14,2024-11-13,Available,Foxtons,Private Landlord,B,1953,0.0,Unfurnished
PROP0246,Wandsworth,SW18 2AN,Flat,2,1,2430,2022-07-30,2022-09-19,2024-09-18,Available,Hunters,Estate Agency,C,1979,181.69,Furnished
PROP0247,Wandsworth,SW11 4AG,Studio,0,1,1350,2023-09-25,2023-10-09,2024-10-08,Let,Savills,Estate Agency,E,1925,0.0,Unfurnished
PROP0248,Waltham Forest,E11 2AB,Terraced House,3,3,2570,2022-08-01,2022-09-21,2023-09-21,Let,Foxtons,Private Landlord,D,1919,0.0,Furnished
PROP0249,Brent,NW2 5AH,Terraced House,2,1,2330,2023-04-13,2023-05-08,2024-05-07,Let,Savills,Housing Association,C,1954,0.0,Part Furnished
PROP0250,Tower Hamlets,E14 2AH,Flat,1,1,1990,2023-11-11,2023-12-29,2024-12-28,Let,Haart,Corporate Landlord,C,1923,34.15,Unfurnished
PROP0251,Lewisham,SE13 7AP,Flat,2,1,2170,2023-03-08,2023-04-25,2024-04-24,Let,Foxtons,Housing Association,D,2002,170.68,Unfurnished
PROP0252,Southwark,SE5 2AJ,Semi-Detached House,3,2,3400,2023-12-02,2024-01-31,2026-01-30,Under Offer,Knight Frank,Estate Agency,D,1905,0.0,Furnished
PROP0253,Islington,N7 9AP,Semi-Detached House,3,2,4410,2023-06-22,2023-08-17,2025-08-16,Available,Countrywide,Corporate Landlord,B,1955,0.0,Part Furnished
PROP0254,Waltham Forest,E11 3AN,Flat,2,1,1900,2023-01-30,2023-02-15,2025-02-14,Under Offer,Foxtons,Private Landlord,D,2009,148.75,Furnished
PROP0255,Tower Hamlets,E1 2AL,Studio,0,1,1360,2022-10-12,2022-10-22,2024-10-21,Let,Direct,Estate Agency,D,2002,0.0,Part Furnished
PROP0256,Lewisham,SE13 9AN,Flat,2,1,2000,2023-05-25,2023-07-18,2025-07-17,Let,Direct,Estate Agency,A,2005,27.27,Part Furnished
PROP0257,Newham,E13 6AN,Semi-Detached House,4,3,3260,2023-11-19,2023-12-25,2024-12-24,Let,Foxtons,Housing Association,D,1991,0.0,Part Furnished
PROP0258,Camden,WC1 2AA,Detached House,4,4,6330,2022-08-16,2022-08-23,2023-08-23,Let,Hunters,Corporate Landlord,B,1963,0.0,Furnished
PROP0259,Ealing,W13 4AH,Detached House,5,4,4790,2023-09-18,2023-10-07,2024-10-06,Let,Direct,Housing Association,B,1996,0.0,Unfurnished
PROP0260,Hackney,E8 9AA,Maisonette,3,3,3510,2023-04-07,2023-05-13,2025-05-12,Available,Knight Frank,Estate Agency,E,2019,129.84,Part Furnished
PROP0261,Lewisham,SE6 4AG,Maisonette,1,1,1980,2022-05-12,2022-05-25,2023-05-25,Available,Purplebricks,Estate Agency,D,1943,291.15,Unfurnished
PROP0262,Brent,NW2 4AP,Flat,2,1,2060,2023-06-09,2023-07-05,2025-07-04,Let,Purplebricks,Housing Association,C,1987,103.59,Part Furnished
PROP0263,Southwark,SE15 7AN,Maisonette,1,1,2320,2023-10-15,2023-11-11,2025-11-10,Let,Purplebricks,Estate Agency,C,2012,254.19,Furnished
PROP0264,Greenwich,SE18 5AE,Flat,2,2,1990,2022-02-27,2022-03-18,2023-03-18,Void,Knight Frank,Corporate Landlord,A,1988,235.31,Furnished
PROP0265,Brent,NW10 5AA,Terraced House,3,2,2580,2023-11-23,2024-01-16,2026-01-15,Under Offer,Direct,Housing Association,D,1949,0.0,Unfurnished
PROP0266,Brent,NW10 6AP,Maisonette,2,1,1940,2022-09-15,2022-10-04,2024-10-03,Under Offer,Haart,Housing Association,E,1994,181.02,Part Furnished
PROP0267,Lambeth,SW9 9AG,Flat,1,1,1610,2022-06-27,2022-08-20,2024-08-19,Let,Foxtons,Estate Agency,B,1920,175.2,Unfurnished
PROP0268,Hackney,N16 9AH,Flat,1,1,1810,2022-11-27,2023-01-11,2024-01-11,Void,Hunters,Estate Agency,B,2000,212.3,Part Furnished
PROP0269,Lambeth,SW2 4AH,Maisonette,3,3,3160,2022-06-13,2022-07-16,2024-07-15,Let,Savills,Corporate Landlord,C,1946,88.07,Part Furnished
PROP0270,Greenwich,SE18 6AJ,Terraced House,2,2,2510,2023-04-02,2023-04-24,2025-04-23,Available,Countrywide,Private Landlord,B,1949,0.0,Unfurnished
PROP0271,Greenwich,SE18 4AH,Detached House,4,3,4830,2023-01-19,2023-02-27,2025-02-26,Let,Foxtons,Corporate Landlord,E,1910,0.0,Furnished
PROP0272,Southwark,SE1 4AN,Maisonette,3,2,2970,2022-03-09,2022-03-29,2024-03-28,Available,Countrywide,Estate Agency,D,1982,245.03,Furnished
PROP0273,Waltham Forest,E11 4AG,Semi-Detached House,3,2,2910,2022-02-08,2022-02-20,2023-02-20,Let,Hunters,Private Landlord,D,1949,0.0,Unfurnished
PROP0274,Haringey,N15 2AH,Terraced House,3,3,2760,2022-05-02,2022-06-12,2023-06-12,Available,Savills,Private Landlord,E,1913,0.0,Unfurnished
PROP0275,Brent,NW2 9AF,Semi-Detached House,4,4,3480,2023-03-25,2023-04-25,2024-04-24,Void,Foxtons,Estate Agency,B,1995,0.0,Unfurnished
PROP0276,Brent,NW10 9AE,Studio,0,1,1100,2023-10-12,2023-10-28,2024-10-27,Available,Purplebricks,Private Landlord,B,1905,0.0,Furnished
PROP0277,Newham,E13 9AE,Semi-Detached House,4,3,3660,2022-11-09,2022-11-29,2024-11-28,Available,Purplebricks,Housing Association,B,1923,0.0,Furnished
PROP0278,Newham,E13 2AG,Studio,0,1,1010,2023-11-19,2024-01-16,2026-01-15,Under Offer,Haart,Private Landlord,B,1925,0.0,Part Furnished
PROP0279,Newham,E13 8AL,Terraced House,3,2,2450,2023-11-03,2023-11-25,2024-11-24,Let,Savills,Housing Association,C,1978,0.0,Part Furnished
PROP0280,Islington,N7 7AG,Semi-Detached House,3,2,4200,2022-11-20,2022-12-24,2023-12-24,Let,Countrywide,Housing Association,C,1917,0.0,Part Furnished
PROP0281,Waltham Forest,E10 9AF,Flat,2,1,1830,2022-11-09,2022-12-17,2024-12-16,Let,Savills,Corporate Landlord,C,1993,265.9,Furnished
PROP0282,Waltham Forest,E11 5AN,Flat,1,1,1440,2023-08-19,2023-10-02,2024-10-01,Void,Countrywide,Private Landlord,E,1960,196.17,Furnished
PROP0283,Camden,WC1 3AN,Terraced House,3,3,3890,2023-06-07,2023-06-19,2024-06-18,Let,Foxtons,Housing Association,B,1957,0.0,Furnished
PROP0284,Southwark,SE1 8AF,Semi-Detached House,4,3,4630,2022-05-30,2022-07-23,2024-07-22,Let,Purplebricks,Private Landlord,B,1933,0.0,Unfurnished
PROP0285,Lambeth,SE11 6AB,Flat,1,1,1840,2023-01-05,2023-02-05,2024-02-05,Under Offer,Foxtons,Private Landlord,E,1981,248.89,Part Furnished
PROP0286,Islington,EC1 4AN,Semi-Detached House,4,4,4840,2023-01-23,2023-02-22,2025-02-21,Available,Savills,Corporate Landlord,D,1945,0.0,Unfurnished
PROP0287,Lewisham,SE13 3AE,Studio,0,1,1080,2022-05-23,2022-06-27,2023-06-27,Let,Hunters,Housing Association,C,1977,0.0,Part Furnished
PROP0288,Ealing,UB6 7AA,Flat,1,1,1560,2022-04-27,2022-06-03,2024-06-02,Let,Countrywide,Housing Association,C,1905,38.37,Part Furnished
PROP0289,Southwark,SE15 1AG,Flat,3,3,3300,2022-05-31,2022-06-10,2023-06-10,Let,Knight Frank,Estate Agency,B,1927,134.76,Unfurnished
PROP0290,Ealing,UB6 6AL,Terraced House,3,2,2740,2023-08-20,2023-10-18,2024-10-17,Available,Hunters,Housing Association,B,1929,0.0,Unfurnished
PROP0291,Wandsworth,SW12 1AN,Flat,1,1,1800,2023-06-01,2023-07-21,2024-07-20,Void,Savills,Housing Association,E,1996,35.25,Unfurnished
PROP0292,Haringey,N15 9AJ,Flat,3,2,2760,2023-11-26,2024-01-13,2025-01-12,Let,Purplebricks,Private Landlord,C,2020,240.69,Unfurnished
PROP0293,Camden,NW3 9AJ,Semi-Detached House,4,3,5190,2023-03-12,2023-03-27,2024-03-26,Let,Countrywide,Private Landlord,C,1924,0.0,Furnished
PROP0294,Waltham Forest,E17 2AE,Detached House,4,3,3970,2023-06-17,2023-06-24,2024-06-23,Available,Purplebricks,Estate Agency,D,1983,0.0,Part Furnished
PROP0295,Islington,N7 9AL,Flat,3,2,3550,2023-09-19,2023-10-13,2025-10-12,Let,Countrywide,Estate Agency,B,1947,167.73,Unfurnished
PROP0296,Islington,EC1 3AB,Maisonette,3,2,3800,2023-02-12,2023-04-07,2024-04-06,Under Offer,Savills,Housing Association,C,1965,120.17,Unfurnished
PROP0297,Brent,NW6 7AB,Semi-Detached House,4,3,3730,2022-06-14,2022-07-15,2024-07-14,Let,Savills,Housing Association,B,1933,0.0,Furnished
PROP0298,Camden,WC1 8AL,Flat,1,1,2120,2023-02-15,2023-04-02,2025-04-01,Let,Foxtons,Housing Association,A,1925,255.17,Part Furnished
PROP0299,Islington,N7 1AE,Flat,3,2,3520,2022-08-26,2022-10-11,2023-10-11,Available,Purplebricks,Housing Association,B,1935,233.9,Unfurnished
PROP0300,Haringey,N8 4AP,Terraced House,3,2,2590,2023-12-22,2024-01-02,2025-01-01,Let,Purplebricks,Corporate Landlord,C,1958,0.0,Unfurnished
PROP0301,Newham,E15 5AL,Flat,1,1,1440,2023-07-27,2023-08-07,2025-08-06,Let,Savills,Corporate Landlord,D,1972,145.09,Furnished
PROP0302,Brent,NW10 4AF,Flat,2,1,1980,2023-08-24,2023-09-01,2024-08-31,Let,Savills,Estate Agency,C,1952,286.63,Part Furnished
PROP0303,Greenwich,SE3 6AH,Flat,2,2,2070,2023-02-13,2023-04-04,2025-04-03,Void,Savills,Housing Association,C,2014,172.11,Furnished
PROP0304,Waltham Forest,E10 4AP,Semi-Detached House,3,2,2920,2022-08-29,2022-10-22,2023-10-22,Under Offer,Countrywide,Housing Association,C,1919,0.0,Furnished
PROP0305,Tower Hamlets,E14 5AL,Maisonette,2,1,2390,2023-07-09,2023-07-18,2024-07-17,Let,Purplebricks,Estate Agency,B,1997,274.8,Unfurnished
PROP0306,Wandsworth,SW18 3AL,Flat,3,3,2810,2023-03-10,2023-04-16,2025-04-15,Let,Purplebricks,Estate Agency,B,1989,155.46,Unfurnished
PROP0307,Waltham Forest,E10 5AL,Flat,1,1,1430,2022-11-30,2022-12-30,2024-12-29,Under Offer,Knight Frank,Corporate Landlord,C,1946,55.17,Unfurnished
PROP0308,Lambeth,SE11 5AF,Terraced House,3,2,3310,2022-10-14,2022-11-18,2023-11-18,Available,Countrywide,Private Landlord,E,1955,0.0,Unfurnished
PROP0309,Lambeth,SW9 5AN,Flat,1,1,1810,2022-06-30,2022-08-02,2023-08-02,Let,Purplebricks,Estate Agency,A,1950,29.69,Furnished
PROP0310,Hackney,N16 9AG,Flat,2,1,2660,2022-04-09,2022-05-14,2024-05-13,Let,Purplebricks,Corporate Landlord,C,1902,123.53,Unfurnished
PROP0311,Ealing,W13 9AL,Semi-Detached House,4,4,3580,2023-10-28,2023-12-15,2025-12-14,Let,Hunters,Corporate Landlord,D,2013,0.0,Furnished
PROP0312,Wandsworth,SW11 3AH,Semi-Detached House,3,2,3850,2022-06-21,2022-08-07,2023-08-07,Let,Direct,Private Landlord,C,1940,0.0,Unfurnished
PROP0313,Haringey,N4 3AA,Flat,2,1,2080,2022-10-05,2022-11-09,2023-11-09,Available,Haart,Estate Agency,B,1993,70.39,Unfurnished
PROP0314,Waltham Forest,E10 7AN,Detached House,4,4,3750,2022-04-16,2022-04-29,2023-04-29,Under Offer,Haart,Private Landlord,B,1913,0.0,Unfurnished
PROP0315,Newham,E6 6AH,Flat,2,1,1810,2022-10-18,2022-11-22,2024-11-21,Let,Knight Frank,Private Landlord,D,1959,292.49,Part Furnished
PROP0316,Hammersmith and Fulham,SW6 9AG,Flat,2,2,2890,2023-12-16,2024-01-26,2025-01-25,Available,Haart,Estate Agency,C,1961,161.9,Furnished
PROP0317,Lewisham,SE6 8AN,Flat,2,1,1940,2022-01-11,2022-01-18,2024-01-18,Void,Knight Frank,Corporate Landlord,A,1988,276.63,Unfurnished
PROP0318,Islington,N1 3AJ,Flat,2,1,2770,2022-01-08,2022-02-19,2023-02-19,Let,Direct,Estate Agency,D,1928,78.89,Unfurnished
PROP0319,Haringey,N4 2AE,Flat,3,2,2700,2022-10-19,2022-12-06,2024-12-05,Let,Hunters,Estate Agency,B,1937,33.11,Unfurnished
PROP0320,Newham,E13 3AL,Terraced House,4,4,3060,2022-06-05,2022-06-15,2024-06-14,Let,Savills,Corporate Landlord,A,1929,0.0,Furnished
PROP0321,Southwark,SE1 3AA,Flat,1,1,1820,2023-05-26,2023-06-25,2024-06-24,Available,Foxtons,Corporate Landlord,C,1999,117.73,Part Furnished
PROP0322,Lewisham,SE23 1AF,Flat,2,1,2170,2022-05-05,2022-06-30,2024-06-29,Let,Haart,Housing Association,D,1994,231.3,Part Furnished
PROP0323,Haringey,N8 8AG,Maisonette,2,1,2200,2022-11-16,2022-12-13,2023-12-13,Available,Foxtons,Private Landlord,C,1946,266.26,Part Furnished
PROP0324,Lambeth,SW2 1AP,Maisonette,1,1,2140,2022-01-16,2022-02-02,2023-02-02,Available,Direct,Housing Association,D,1988,178.86,Unfurnished
PROP0325,Brent,NW10 9AB,Flat,1,1,1420,2023-09-26,2023-10-24,2025-10-23,Let,Purplebricks,Housing Association,B,1962,69.8,Part Furnished
PROP0326,Brent,NW2 8AL,Semi-Detached House,3,2,3150,2022-01-22,2022-03-14,2023-03-14,Let,Knight Frank,Corporate Landlord,E,1937,0.0,Part Furnished
PROP0327,Waltham Forest,E11 3AL,Terraced House,3,2,2490,2023-04-25,2023-05-19,2025-05-18,Under Offer,Knight Frank,Private Landlord,C,2004,0.0,Unfurnished
PROP0328,Greenwich,SE18 2AN,Terraced House,2,1,2450,2022-07-09,2022-07-17,2024-07-16,Under Offer,Countrywide,Corporate Landlord,D,1924,0.0,Part Furnished
